relative_path,bytes,sha256
prisoners_dilemma_punishment/080405_grok-4.3-three/data/game_stats1.json,328,67964108a62c70a5141526266cbde0203767937acf892883a071eb12fd08534e
prisoners_dilemma_punishment/080405_grok-4.3-three/data/game_stats2.json,368,1488f161d58f779e21a93d3d5400372a5eb7f81393e11bbf41c8d949ad27909a
prisoners_dilemma_punishment/080408_glm-5.1-three/data/agent_states1.json,102278,c5d91c166958fdbf24adf9b1939d27dbadf32bc82b898f1b3c849641159e901f
prisoners_dilemma_punishment/080408_glm-5.1-three/data/agent_states2.json,98788,46ba036557c72e32454b9b32adfd0c934af47a5200af50e4c98ac584a002e2d0
prisoners_dilemma_punishment/080408_glm-5.1-three/data/experiment_config.json,128,905d9abae42d8f40dcfd682cf517a5769b84b932e1e028e1b2f20b90c504efcc
prisoners_dilemma_punishment/080408_glm-5.1-three/data/game_log1.json,116153,5d7dba756453c0c4d0e33fad65ca0b5e48eef49fd1b1ea40cbe9d06c11a5db01
prisoners_dilemma_punishment/080408_glm-5.1-three/data/game_log2.json,115642,0ce32452a6693005c056823c68f58a3ab54d0ba84c84307d7e7150798b678500
prisoners_dilemma_punishment/080408_glm-5.1-three/data/game_log3.json,114865,2ace1e89f74a07a4291fa88193312ebaa304096d5275b3ae9063e055a5c8be3e
prisoners_dilemma_punishment/080408_glm-5.1-three/data/game_stats1.json,348,d98b6d212e3ffb6e33048e56791df0c7d26599219bdb8891857606b331db03bd
prisoners_dilemma_punishment/080408_glm-5.1-three/data/game_stats2.json,348,d98b6d212e3ffb6e33048e56791df0c7d26599219bdb8891857606b331db03bd
prisoners_dilemma_reputation/072801_gpt-5.4_three/data/agent_states1.json,102262,10bc60567723689f1e3976e5bfc569573c24ca492afbf76d4e05b6ce5813f2d5
prisoners_dilemma_reputation/072801_gpt-5.4_three/data/agent_states2.json,99356,0a10727fc09589ce8a21f7ead834e9afcb187c4edc11a7277ed97ba561567326
prisoners_dilemma_reputation/072801_gpt-5.4_three/data/experiment_config.json,461,aac9936353b2d4837f3e1850830e0829ba9b7b9ad20b9acac13ff1629ce95f1a
prisoners_dilemma_reputation/072801_gpt-5.4_three/data/game_log1.json,128144,27f2e9bfc3aba67805db010423b845dd6aa02ba89ce49e4cbf518b926a66df71
prisoners_dilemma_reputation/072801_gpt-5.4_three/data/game_log2.json,128205,041cdaa9a18de01d963101173fe7ac41be215c2fd71f1cdb9d19c83fd7fb7b7d
prisoners_dilemma_reputation/072801_gpt-5.4_three/data/game_log3.json,127470,7b4d17dbdd0903bc22aa37dc8085325f5856edc129ac7b4b2966217574b4426a
prisoners_dilemma_reputation/072801_gpt-5.4_three/data/game_stats1.json,64,a76b82a85c7f28e6298db523abbbed23220ee0f66edc646b44a882bf6a129945
prisoners_dilemma_reputation/072801_gpt-5.4_three/data/game_stats2.json,64,a76b82a85c7f28e6298db523abbbed23220ee0f66edc646b44a882bf6a129945
prisoners_dilemma_reputation/072801_gpt-5.4_three/data/reputation_audit1.json,78250,46cff4397718a07a498228bdd3750af7d75774dcd5daf8dde010ba215a8d799e
prisoners_dilemma_reputation/072801_gpt-5.4_three/data/reputation_audit2.json,78247,8d3559285e5e0f7768e1700ab624fefe2dfd6026bca111252ee732a4bfc45575
prisoners_dilemma_reputation/072802_gemini-3.1-pro-preview-three/data/agent_states1.json,103222,677604175e448d8ec2738f27607dc9d92a5687236cbd0c6357d82a9ee27cc35d
prisoners_dilemma_reputation/072802_gemini-3.1-pro-preview-three/data/agent_states2.json,100267,e2466290b537eeb8a1d2d563f7190b69a4a740adb6bebdc9a8455428846a879d
prisoners_dilemma_reputation/072802_gemini-3.1-pro-preview-three/data/experiment_config.json,461,aac9936353b2d4837f3e1850830e0829ba9b7b9ad20b9acac13ff1629ce95f1a
prisoners_dilemma_reputation/072802_gemini-3.1-pro-preview-three/data/game_log1.json,127173,fdfb30166b3ab438f4a42acb46d2771e43c970d2148a6b69eb5caa9ff358b5cc
prisoners_dilemma_reputation/072802_gemini-3.1-pro-preview-three/data/game_log2.json,126745,64692b28a92bfe9e74a0f3ca44efab2b9eb40c00f4b1b7be2db9df58301cb8bb
prisoners_dilemma_reputation/072802_gemini-3.1-pro-preview-three/data/game_log3.json,126413,faa9b63a4e713faaa2124092cc4595ddbf544cf4e37d996c1c654155cbefaf86
prisoners_dilemma_reputation/072802_gemini-3.1-pro-preview-three/data/game_stats1.json,66,f3af6ab245198cb230e5d9ed12cf92feb60f22a08b21fe2b0f5a45db724ef29d
prisoners_dilemma_reputation/072802_gemini-3.1-pro-preview-three/data/game_stats2.json,66,3908971d469ba574a07aeb07d4afd00b13965a00924d773457eb47c8d1d391fc
prisoners_dilemma_reputation/072802_gemini-3.1-pro-preview-three/data/reputation_audit1.json,79277,b71a2fc1e3ffca40ee75a22d27cfe052a67096a5a9eff942b4ba7cfc90cb899e
prisoners_dilemma_reputation/072802_gemini-3.1-pro-preview-three/data/reputation_audit2.json,79238,15cbfc718fd86f1d697e0d07f11277618c4292e90573d30f59de35063027847c
prisoners_dilemma_reputation/072803_claude-opus-4-6-three/data/agent_states1.json,103222,677604175e448d8ec2738f27607dc9d92a5687236cbd0c6357d82a9ee27cc35d
prisoners_dilemma_reputation/072803_claude-opus-4-6-three/data/agent_states2.json,100312,f45f65044ef46a782ea5966ea0c3c528e6c2bb2bc91980032740804bf96d379c
prisoners_dilemma_reputation/072803_claude-opus-4-6-three/data/experiment_config.json,461,aac9936353b2d4837f3e1850830e0829ba9b7b9ad20b9acac13ff1629ce95f1a
prisoners_dilemma_reputation/072803_claude-opus-4-6-three/data/game_log1.json,135979,6cffcc53e6b92b59602e2574f6adfb2e1a9cdb1a8a5fbeb105d2c5d246a959d2
prisoners_dilemma_reputation/072803_claude-opus-4-6-three/data/game_log2.json,135349,07ff115ee421aabbe6bf70d3fe3141a5dba4b2a2576d882cbf39a66f08c27b23
prisoners_dilemma_reputation/072803_claude-opus-4-6-three/data/game_log3.json,131962,b73acd85e7150c6089869bd4ef0af549f13f580cefbd31bdea6e82c12ba12fac
prisoners_dilemma_reputation/072803_claude-opus-4-6-three/data/game_stats1.json,66,f3af6ab245198cb230e5d9ed12cf92feb60f22a08b21fe2b0f5a45db724ef29d
prisoners_dilemma_reputation/072803_claude-opus-4-6-three/data/game_stats2.json,66,f3af6ab245198cb230e5d9ed12cf92feb60f22a08b21fe2b0f5a45db724ef29d
prisoners_dilemma_reputation/072803_claude-opus-4-6-three/data/reputation_audit1.json,79277,b71a2fc1e3ffca40ee75a22d27cfe052a67096a5a9eff942b4ba7cfc90cb899e
prisoners_dilemma_reputation/072803_claude-opus-4-6-three/data/reputation_audit2.json,79270,5f206c59286bc41fff30e131a83c29c6a557d15391747cab686f60bcfe1927ca
prisoners_dilemma_reputation/072804_kimi-k2.6-three/data/agent_states1.json,102274,b168316e063e717c30066814a17d8c2955dcbfcab6a31ea6c1426abd435d5773
prisoners_dilemma_reputation/072804_kimi-k2.6-three/data/agent_states2.json,98784,f1b815ba7dcd93a9ebfea739011632f0db078e1fef689d01ec78b6843e805a0a
prisoners_dilemma_reputation/072804_kimi-k2.6-three/data/experiment_config.json,461,aac9936353b2d4837f3e1850830e0829ba9b7b9ad20b9acac13ff1629ce95f1a
prisoners_dilemma_reputation/072804_kimi-k2.6-three/data/game_log1.json,142261,91d2f7af9e90167b6149a4f7b3de14a62fc8899aac81c93b756795545eb37673
prisoners_dilemma_reputation/072804_kimi-k2.6-three/data/game_log2.json,141940,a1760d0a0cc9f781817e4245e26221c11e7311aa754f65b6ce270a4f0e7ce7db
prisoners_dilemma_reputation/072804_kimi-k2.6-three/data/game_log3.json,141892,5358b733555a50609b853e9ce2f56e53fe94794d2a5aa605c754c2c957a7cac0
prisoners_dilemma_reputation/072804_kimi-k2.6-three/data/game_stats1.json,64,c114c7eb8db54b957c2e090a553242972df14b28d5dd7d4c6aaf133bf061ce0a
prisoners_dilemma_reputation/072804_kimi-k2.6-three/data/game_stats2.json,64,a76b82a85c7f28e6298db523abbbed23220ee0f66edc646b44a882bf6a129945
prisoners_dilemma_reputation/072804_kimi-k2.6-three/data/reputation_audit1.json,78270,994c3a1b3a02b509cb3ea33f3b2bbdd06349fb020747ee0ddd70af7f8e04743e
prisoners_dilemma_reputation/072804_kimi-k2.6-three/data/reputation_audit2.json,78099,6f8549d5bba78f839ba4097f857b38ca8d68ea519305e519cf0d8168946e4f88
prisoners_dilemma_reputation/072805_grok-4.3-three/data/agent_states1.json,102262,10bc60567723689f1e3976e5bfc569573c24ca492afbf76d4e05b6ce5813f2d5
prisoners_dilemma_reputation/072805_grok-4.3-three/data/agent_states2.json,99352,e5a7d25228ee4267e8f9cf2f00ea6f7a39ccd707d59de52192fcdc9bbed45021
prisoners_dilemma_reputation/072805_grok-4.3-three/data/experiment_config.json,461,aac9936353b2d4837f3e1850830e0829ba9b7b9ad20b9acac13ff1629ce95f1a
prisoners_dilemma_reputation/072805_grok-4.3-three/data/game_log1.json,108463,44bfa1c2af507a51aed9b2fce347b4e5d1f019e522f25454a9b191f5c230f1dc
prisoners_dilemma_reputation/072805_grok-4.3-three/data/game_log2.json,109190,4e62f17754104974ac1cbb705cb07f897c6310f4e389098c4525ca7e46eaa6d7
prisoners_dilemma_reputation/072805_grok-4.3-three/data/game_log3.json,114520,80296174ce6e225bb94d2a50760f4ee335e4ce1b0b874648ac3727a8a1b6e03c
prisoners_dilemma_reputation/072805_grok-4.3-three/data/game_stats1.json,64,a76b82a85c7f28e6298db523abbbed23220ee0f66edc646b44a882bf6a129945
prisoners_dilemma_reputation/072805_grok-4.3-three/data/game_stats2.json,64,a76b82a85c7f28e6298db523abbbed23220ee0f66edc646b44a882bf6a129945
prisoners_dilemma_reputation/072805_grok-4.3-three/data/reputation_audit1.json,78250,46cff4397718a07a498228bdd3750af7d75774dcd5daf8dde010ba215a8d799e
prisoners_dilemma_reputation/072805_grok-4.3-three/data/reputation_audit2.json,78243,6816cca56d795188779b807c2c96588eca3042f31c94dd2cf9e1762d6786d86e
prisoners_dilemma_reputation/072806_glm-5.1-three/data/agent_states1.json,102302,ff047e909f2242087a5bbf5c4649985e6c42d788c5801aab275f0936b6b435f1
prisoners_dilemma_reputation/072806_glm-5.1-three/data/agent_states2.json,98267,e0126371dd46f0a4a4103ba4d034f5b4906225de4b2ff9c123c2fbfa5cdbc5a3
prisoners_dilemma_reputation/072806_glm-5.1-three/data/experiment_config.json,461,aac9936353b2d4837f3e1850830e0829ba9b7b9ad20b9acac13ff1629ce95f1a
prisoners_dilemma_reputation/072806_glm-5.1-three/data/game_log1.json,139350,582fba7d651eb2097be66823ccc82fe73989151b54c90f6a657389664be70cd3
prisoners_dilemma_reputation/072806_glm-5.1-three/data/game_log2.json,138876,aacd12a501de8349e97a7b0b6ac67d883c923668b9f605a5baebfe3d720dc553
prisoners_dilemma_reputation/072806_glm-5.1-three/data/game_log3.json,140125,a25d6ed11b3a4156b0a6a4c666535f0950ef0da85ab4eacac2e3f755ab6abc6d
prisoners_dilemma_reputation/072806_glm-5.1-three/data/game_stats1.json,64,a76b82a85c7f28e6298db523abbbed23220ee0f66edc646b44a882bf6a129945
prisoners_dilemma_reputation/072806_glm-5.1-three/data/game_stats2.json,64,54638eed9dbd8dd185f98a941c8b762fdd9616c7f0b858ad8adad04879cc1a48
prisoners_dilemma_reputation/072806_glm-5.1-three/data/reputation_audit1.json,78305,9ef30314d9e6d1810cd0b603b346689e5743d625e0cf66b2eb79946714ee4ea3
prisoners_dilemma_reputation/072806_glm-5.1-three/data/reputation_audit2.json,78267,d9aac8b35eee07f3fa7c093afc3fd2c94f4f883ecc5565e4a5f3f7cd2ca38f71
prisoners_dilemma_reward/082602_gemini-3.1-pro-preview-three/data/agent_states1.json,148768,7a72bb00a6f3710c815627d8d409f56d9edcaa5dfde491c800197901e29df064
prisoners_dilemma_reward/082602_gemini-3.1-pro-preview-three/data/agent_states2.json,144676,f7830a6ba17ac47a31aac23cca5096e371c57a289181c5a6f4ba5cb44cbb22af
prisoners_dilemma_reward/082602_gemini-3.1-pro-preview-three/data/agent_states3.json,147129,f7b97f43aaf04380575bae54b7a3b1d5da6cdab8b96850906c053815fe1cdcf2
prisoners_dilemma_reward/082602_gemini-3.1-pro-preview-three/data/experiment_config.json,281,8629ea2b6930902e062614c73fcf4f9e23875211f5f45fd6fc22f07569de9b2d
prisoners_dilemma_reward/082602_gemini-3.1-pro-preview-three/data/game_log1.json,165682,600f9d99ac9f4d80087493c3d2b9f86c64431aaafc1bcd22fb6ad8269e7fb619
prisoners_dilemma_reward/082602_gemini-3.1-pro-preview-three/data/game_log2.json,166193,e681e043e2f605931985391e967d99681afd02c65d91af96c0c4aa38ee915e9e
prisoners_dilemma_reward/082602_gemini-3.1-pro-preview-three/data/game_log3.json,165229,e18b9340997c38dcad387a74cf1596f6a000ae5508aa42be4f644127a0f85216
prisoners_dilemma_reward/082602_gemini-3.1-pro-preview-three/data/game_stats1.json,65,8e6381eed246721582f22199c05b874655686071df57f911db79c70dcdbb6ed7
prisoners_dilemma_reward/082602_gemini-3.1-pro-preview-three/data/game_stats2.json,65,f6ead4a8479456b5c82977ee375432037f8b2ca644cba36b3cbdc8c3c672e4ec
prisoners_dilemma_reward/082602_gemini-3.1-pro-preview-three/data/game_stats3.json,65,73be4d68bf16608d6183ab37c208b8caa9977a006fed442a7cd9b235e2ae6b06
prisoners_dilemma_reward/082603_gpt-5.4-three/data/agent_states1.json,147924,1dacf7f6a5922ee9716ea45ddb8a0a9190800ff3b4540bea59258f201188514d
prisoners_dilemma_reward/082603_gpt-5.4-three/data/agent_states2.json,143824,6b1e1bfb2579f36596915df8d47e5235f06c48f3a2ed97c1d55e8683a59f46a3
prisoners_dilemma_reward/082603_gpt-5.4-three/data/agent_states3.json,143838,13dd00ed4941cfbc9b041fe73f66b90bc7fb6cae1dbf6f5807f69e5c45233202
prisoners_dilemma_reward/082603_gpt-5.4-three/data/experiment_config.json,281,8629ea2b6930902e062614c73fcf4f9e23875211f5f45fd6fc22f07569de9b2d
prisoners_dilemma_reward/082603_gpt-5.4-three/data/game_log1.json,190202,56b7ebcb7ec66b8da378e055efefb9cc846bf157c05a247bc6c5fa6ab5dd8dd2
prisoners_dilemma_reward/082603_gpt-5.4-three/data/game_log2.json,190844,ab7550728e9647d7e2d0667cdf009caacbbdd89724b52a8654bdc81887da2e2c
prisoners_dilemma_reward/082603_gpt-5.4-three/data/game_log3.json,190623,34c2f0d083618d46c91f845370890bf2ded942b9469de4694dd9337eacbbedcc
prisoners_dilemma_reward/082603_gpt-5.4-three/data/game_stats1.json,64,a76b82a85c7f28e6298db523abbbed23220ee0f66edc646b44a882bf6a129945
prisoners_dilemma_reward/082603_gpt-5.4-three/data/game_stats2.json,64,a76b82a85c7f28e6298db523abbbed23220ee0f66edc646b44a882bf6a129945
prisoners_dilemma_reward/082603_gpt-5.4-three/data/game_stats3.json,64,a76b82a85c7f28e6298db523abbbed23220ee0f66edc646b44a882bf6a129945
prisoners_dilemma_reward/082604_claude-opus-4-6-three/data/agent_states1.json,148884,f2db1e379a7db9192d8efc24ddd926d217fd5f3cb92e4d7fbd7f5dbd93c1359e
prisoners_dilemma_reward/082604_claude-opus-4-6-three/data/agent_states2.json,143962,5c1f5081be375ca84c842735603cdabe86107a9b5dd7ad30cf8c88ffde83fe4a
prisoners_dilemma_reward/082604_claude-opus-4-6-three/data/agent_states3.json,142340,0c14c5cd1fb1418f53d7094759fcd5a50df5ada94ea5a98f2e8d0935ae6302da
prisoners_dilemma_reward/082604_claude-opus-4-6-three/data/experiment_config.json,281,8629ea2b6930902e062614c73fcf4f9e23875211f5f45fd6fc22f07569de9b2d
prisoners_dilemma_reward/082604_claude-opus-4-6-three/data/game_log1.json,207473,def23fd2d696a3707f731ebd83efc6b5ab494463a10199e7d89a2a6a2f93caec
prisoners_dilemma_reward/082604_claude-opus-4-6-three/data/game_log2.json,206713,9635c18c476857fed409172325485adeaad703ac7ec663665dde1a4c040d9f8e
prisoners_dilemma_reward/082604_claude-opus-4-6-three/data/game_log3.json,215852,32fe1e10c12d0c2a39b3dbd93418f4496d5eb6f941fa59e70b24673223e63810
prisoners_dilemma_reward/082604_claude-opus-4-6-three/data/game_stats1.json,66,f3af6ab245198cb230e5d9ed12cf92feb60f22a08b21fe2b0f5a45db724ef29d
prisoners_dilemma_reward/082604_claude-opus-4-6-three/data/game_stats2.json,66,40ba30ed7d92775faa0ba461eeba6c70934be9300faecda71c05034690d1bf4b
prisoners_dilemma_reward/082604_claude-opus-4-6-three/data/game_stats3.json,66,f3af6ab245198cb230e5d9ed12cf92feb60f22a08b21fe2b0f5a45db724ef29d
prisoners_dilemma_reward/082605_kimi-k2.6-three/data/agent_states1.json,148568,5fef4c59711e77ca59c92d6200a741905ac5cf8f226adc4554917eb7f0f86557
prisoners_dilemma_reward/082605_kimi-k2.6-three/data/agent_states2.json,143690,361d2b9ea1268a3b0aa8f1560e9bd07ecbc0660892e932c88b2fe038c0a7ce6a
prisoners_dilemma_reward/082605_kimi-k2.6-three/data/agent_states3.json,144530,14d9720a19c8f609e574850dd9c571175b574ad06f755224ab4cae003f5764b4
prisoners_dilemma_reward/082605_kimi-k2.6-three/data/experiment_config.json,281,8629ea2b6930902e062614c73fcf4f9e23875211f5f45fd6fc22f07569de9b2d
prisoners_dilemma_reward/082605_kimi-k2.6-three/data/game_log1.json,347261,b5c462ad88522124c1263e7885f1c06088b048387cff76335645d75e55480bbc
prisoners_dilemma_reward/082605_kimi-k2.6-three/data/game_log2.json,360635,61e3fa5e4d6e3e7df830dc89b47a18850a02e796ea57c8693680f6109291ee81
prisoners_dilemma_reward/082605_kimi-k2.6-three/data/game_log3.json,324252,c9abc51b012c89e287f5f9028a59c0ba86b542f408fa8f1a3880c63b71ea1a13
prisoners_dilemma_reward/082605_kimi-k2.6-three/data/game_stats1.json,65,fe3cb35c50a37621cba5ddd102fbef6bca378c8758ac00417072e9158d27777c
prisoners_dilemma_reward/082605_kimi-k2.6-three/data/game_stats2.json,65,9291f0b04b5499dc55c7b99e694358c7bbe859a8188dae364b904b9d80ecb0a6
prisoners_dilemma_reward/082605_kimi-k2.6-three/data/game_stats3.json,65,2ec50531af8cd8e25a5f5502df8bce5770689a73cd8d40eda606e099a151e36c
prisoners_dilemma_reward/082606_glm-5.1-three/data/agent_states1.json,148016,f74b7bfefb4c47f84f759c919ff91bfee36643bd032c7627d6baf2d8b329cce5
prisoners_dilemma_reward/082606_glm-5.1-three/data/agent_states2.json,143094,dfb244977806a1558200fa8051df57632cc35690ce442c989a2ef9d4082d7615
prisoners_dilemma_reward/082606_glm-5.1-three/data/agent_states3.json,143898,3f09b595c3c279d0dd19148bfc779d9a4e51c7882b763cb28c21d59723c8288c
prisoners_dilemma_reward/082606_glm-5.1-three/data/experiment_config.json,281,8629ea2b6930902e062614c73fcf4f9e23875211f5f45fd6fc22f07569de9b2d
prisoners_dilemma_reward/082606_glm-5.1-three/data/game_log1.json,187927,f0b2a21e1a393b9558a78fe542668cec85ba3d56700024f377b6878dce0f5f9d
prisoners_dilemma_reward/082606_glm-5.1-three/data/game_log2.json,189355,85db9500451b57fa794d4ba4a2834895a2f1c7b912f82e58d7ec81adf36e53e7
prisoners_dilemma_reward/082606_glm-5.1-three/data/game_log3.json,189279,78f1deab87e9e47f56fc32ed8aade944ca14ef708f027102a9bb3e7fa4715567
prisoners_dilemma_reward/082606_glm-5.1-three/data/game_stats1.json,64,c114c7eb8db54b957c2e090a553242972df14b28d5dd7d4c6aaf133bf061ce0a
prisoners_dilemma_reward/082606_glm-5.1-three/data/game_stats2.json,64,54638eed9dbd8dd185f98a941c8b762fdd9616c7f0b858ad8adad04879cc1a48
prisoners_dilemma_reward/082606_glm-5.1-three/data/game_stats3.json,64,54638eed9dbd8dd185f98a941c8b762fdd9616c7f0b858ad8adad04879cc1a48
prisoners_dilemma_reward/082801_grok-4.3-three/data/agent_states1.json,147960,8ba7c56694166bda28e8f265812529b7487f95c0722783b47d13158b4b433e1e
prisoners_dilemma_reward/082801_grok-4.3-three/data/agent_states2.json,143860,5aeb0fbc130b19938cfb59c7915140a5ab4b3e6b68d16dd562669f6ec92e1148
prisoners_dilemma_reward/082801_grok-4.3-three/data/agent_states3.json,144694,f9cafa6c91238cb4dfefe40c3327ad421e46f9ab4b27c68c477a8dc293f00b5f
prisoners_dilemma_reward/082801_grok-4.3-three/data/experiment_config.json,281,8629ea2b6930902e062614c73fcf4f9e23875211f5f45fd6fc22f07569de9b2d
prisoners_dilemma_reward/082801_grok-4.3-three/data/game_log1.json,155015,371f770116a30d9a768abc23417457d5efcdec7073669537b61e9ad99beeb938
prisoners_dilemma_reward/082801_grok-4.3-three/data/game_log2.json,155165,bd608ecacd2dac974551c9eec21d8697fd13cf853cd966ca6e1823ed9469952f
prisoners_dilemma_reward/082801_grok-4.3-three/data/game_log3.json,154262,4279b922ca9a30203583a53d422f5f25968eb80ee9098770645eeb6eba80ecb6
prisoners_dilemma_reward/082801_grok-4.3-three/data/game_stats1.json,64,a76b82a85c7f28e6298db523abbbed23220ee0f66edc646b44a882bf6a129945
prisoners_dilemma_reward/082801_grok-4.3-three/data/game_stats2.json,64,a76b82a85c7f28e6298db523abbbed23220ee0f66edc646b44a882bf6a129945
