model,game,outcome,round,mean_pct,sd_pct,ci95_lower_pct,ci95_upper_pct,n_runs,n_runs_total,n_observations,value_origin,n_estimated_runs
Llama 3 8B,TG,receiver,18,64.94341563786007,9.27049643908016,41.91422582717928,87.97260544854086,3,3,36,observed,0
Llama 3 8B,TG,sender,19,55.55555555555555,4.194352464039303,45.13620642339171,65.97490468771939,3,3,36,observed,0
Llama 3 8B,TG,receiver,19,57.276234567901234,6.030096295110352,42.296644955917294,72.25582417988517,3,3,36,observed,0
Llama 3 8B,TG,sender,20,56.944444444444436,5.357583756107203,43.63546859220248,70.25342029668639,3,3,36,observed,0
Llama 3 8B,TG,receiver,20,59.999632569077,11.877726888619595,30.4937232755518,89.5055418626022,3,3,36,observed,0
Llama 3 8B,TG,sender,21,59.72222222222223,3.938179688543838,49.93924154238255,69.50520290206191,3,3,36,observed,0
Llama 3 8B,TG,receiver,21,63.32047325102882,4.575508850268614,51.95427916577002,74.68666733628763,3,3,36,observed,0
Llama 3 8B,TG,sender,22,53.333333333333336,3.0046260628866523,45.86942842090118,60.79723824576549,3,3,36,observed,0
Llama 3 8B,TG,receiver,22,58.677248677248684,6.259105653855496,43.128768280869224,74.22572907362814,3,3,36,observed,0
Llama 3 8B,TG,sender,23,56.666666666666664,4.330127018922197,45.9100348424263,67.42329849090703,3,3,36,observed,0
Llama 3 8B,TG,receiver,23,63.63095238095237,1.9104371471530983,58.88516341783946,68.3767413440653,3,3,36,observed,0
Llama 3 8B,TG,sender,24,60.555555555555564,6.142595663193341,45.29650202077205,75.81460909033908,3,3,36,observed,0
Llama 3 8B,TG,receiver,24,63.406452087007644,2.786209404025136,56.485124233721166,70.32777994029412,3,3,36,observed,0
Llama 3 8B,TG,sender,25,54.72222222222223,4.589642122738417,43.320919141831176,66.12352530261327,3,3,36,observed,0
Llama 3 8B,TG,receiver,25,55.76499118165785,2.0581042865223163,50.65237670885611,60.877605654459586,3,3,36,observed,0
Llama 3 8B,TG,sender,26,67.77777777777777,1.7347216662217912,63.46849026737925,72.08706528817629,3,3,36,observed,0
Llama 3 8B,TG,receiver,26,59.043577307466194,13.247288336387378,26.135488773023823,91.95166584190856,3,3,36,observed,0
Llama 3 8B,TG,sender,27,58.61111111111111,5.548606765399492,44.827607797680024,72.3946144245422,3,3,36,observed,0
Llama 3 8B,TG,receiver,27,63.897339800117585,4.184493014978588,53.502482897182254,74.29219670305292,3,3,36,observed,0
Llama 3 8B,TG,sender,28,59.72222222222223,3.4694433324435585,51.103647201425254,68.34079724301921,3,3,36,observed,0
Llama 3 8B,TG,receiver,28,65.244708994709,1.6198708872752896,61.22072663551185,69.26869135390615,3,3,36,observed,0
Llama 3 8B,TG,sender,29,64.72222222222221,3.757708127352412,55.387557753431054,74.05688669101337,3,3,36,observed,0
Llama 3 8B,TG,receiver,29,71.17908583186362,8.272416071793087,50.62926510088755,91.72890656283968,3,3,36,observed,0
Llama 3 8B,TG,sender,30,62.77777777777778,7.087417123429485,45.17165762277973,80.38389793277582,3,3,36,observed,0
Llama 3 8B,TG,receiver,30,57.60839212228101,1.6757483539059368,53.44560244099132,61.7711818035707,3,3,36,observed,0
Llama 3 70B,PD,cooperation,1,1.3888888888888886,2.4056261216234405,-4.58701768013353,7.364795457911307,3,3,72,observed,0
Llama 3 70B,PD,cooperation,2,0.0,0.0,0.0,0.0,3,3,72,observed,0
Llama 3 70B,PD,cooperation,3,0.0,0.0,0.0,0.0,3,3,72,observed,0
Llama 3 70B,PD,cooperation,4,0.0,0.0,0.0,0.0,3,3,72,observed,0
Llama 3 70B,PD,cooperation,5,0.0,0.0,0.0,0.0,3,3,72,observed,0
Llama 3 70B,PD,cooperation,6,0.0,0.0,0.0,0.0,3,3,72,observed,0
Llama 3 70B,PD,cooperation,7,0.0,0.0,0.0,0.0,3,3,72,observed,0
Llama 3 70B,PD,cooperation,8,0.0,0.0,0.0,0.0,3,3,72,observed,0
Llama 3 70B,PD,cooperation,9,0.0,0.0,0.0,0.0,3,3,72,observed,0
Llama 3 70B,PD,cooperation,10,0.0,0.0,0.0,0.0,3,3,72,observed,0
Llama 3 70B,PGG,contribution,1,50.55555555555555,0.8419691425682015,48.46398825639771,52.64712285471339,3,3,72,observed,0
Llama 3 70B,PGG,contribution,2,50.0,0.0,50.0,50.0,3,3,72,observed,0
Llama 3 70B,PGG,contribution,3,50.34722222222223,1.683938285136411,46.164087623906525,54.53035682053793,3,3,72,observed,0
Llama 3 70B,PGG,contribution,4,49.166666666666664,0.3608439182435202,48.27028068131329,50.06305265202004,3,3,72,observed,0
Llama 3 70B,PGG,contribution,5,47.77777777777778,0.2405626121623468,47.18018712087553,48.37536843468003,3,3,72,observed,0
Llama 3 70B,PGG,contribution,6,49.30555555555555,0.6014065304058629,47.81157891329994,50.79953219781116,3,3,72,observed,0
Llama 3 70B,PGG,contribution,7,48.611111111111114,1.2028130608117176,45.623157826599915,51.599064395622314,3,3,72,observed,0
Llama 3 70B,PGG,contribution,8,50.0,0.0,50.0,50.0,3,3,72,observed,0
Llama 3 70B,PGG,contribution,9,50.0,0.0,50.0,50.0,3,3,72,observed,0
Llama 3 70B,PGG,contribution,10,49.305555555555564,1.2028130608117178,46.31760227104436,52.29350884006677,3,3,72,observed,0
Llama 3 70B,PGG,contribution,11,50.0,0.0,50.0,50.0,3,3,72,observed,0
Llama 3 70B,PGG,contribution,12,44.44444444444445,4.811252243246878,32.492631306399616,56.396257582489284,3,3,72,observed,0
Llama 3 70B,PGG,contribution,13,49.30555555555555,0.6014065304058629,47.81157891329994,50.79953219781116,3,3,72,observed,0
Llama 3 70B,PGG,contribution,14,50.0,0.0,50.0,50.0,3,3,72,observed,0
Llama 3 70B,PGG,contribution,15,47.916666666666664,3.608439182435161,38.95280681313304,56.88052652020029,3,3,72,observed,0
Llama 3 70B,PGG,contribution,16,49.861111111111114,0.2405626121623427,49.26352045420887,50.458701768013356,3,3,72,observed,0
Llama 3 70B,PGG,contribution,17,50.0,0.0,50.0,50.0,3,3,72,observed,0
Llama 3 70B,PGG,contribution,18,47.22222222222222,2.4056261216234436,41.246315653199794,53.19812879124465,3,3,72,observed,0
Llama 3 70B,PGG,contribution,19,49.30555555555555,0.6014065304058629,47.81157891329994,50.79953219781116,3,3,72,observed,0
Llama 3 70B,PGG,contribution,20,50.55555555555555,0.8419691425682015,48.46398825639771,52.64712285471339,3,3,72,observed,0
Llama 3 70B,PGG,contribution,21,48.055555555555564,0.2405626121623427,47.45796489865332,48.653146212457806,3,3,72,observed,0
Llama 3 70B,PGG,contribution,22,49.02777777777777,0.1202813060811775,48.72898244932664,49.326573106228906,3,3,72,observed,0
Llama 3 70B,PGG,contribution,23,50.27777777777777,0.4811252243246854,49.082596463973296,51.47295909158225,3,3,72,observed,0
Llama 3 70B,PGG,contribution,24,48.75,1.4433756729740603,45.16445605858656,52.33554394141344,3,3,72,observed,0
Llama 3 70B,PGG,contribution,25,49.65277777777777,0.6014065304058629,48.15880113552216,51.14675442003338,3,3,72,observed,0
Llama 3 70B,PGG,contribution,26,49.305555555555564,1.2028130608117178,46.31760227104436,52.29350884006677,3,3,72,observed,0
Llama 3 70B,PGG,contribution,27,46.180555555555564,1.2028130608117178,43.19260227104436,49.16850884006677,3,3,72,observed,0
Llama 3 70B,PGG,contribution,28,49.86111111111111,0.8419691425682015,47.76954381195327,51.952678410268945,3,3,72,observed,0
Llama 3 70B,PGG,contribution,29,39.236111111111114,6.61547183446446,22.802368046299467,55.669854175922765,3,3,72,observed,0
Llama 3 70B,PGG,contribution,30,46.84722222222223,,,,0,3,0,estimated,3
Llama 3 70B,TG,sender,1,51.388888888888886,2.405626121623439,45.41298231986647,57.3647954579113,3,3,36,observed,0
Llama 3 70B,TG,receiver,1,44.25925925925926,3.3487298740787255,35.94055309269845,52.57796542582007,3,3,36,observed,0
Llama 3 70B,TG,sender,2,49.72222222222222,2.9265704869035396,42.45221810969971,56.992226334744736,3,3,36,observed,0
Llama 3 70B,TG,receiver,2,37.476851851851855,5.51387722734096,23.77962149362257,51.17408221008114,3,3,36,observed,0
Llama 3 70B,TG,sender,3,47.77777777777777,3.8490017945975077,38.216327267341896,57.33922828821365,3,3,36,observed,0
Llama 3 70B,TG,receiver,3,36.851851851851855,2.6254531256958944,30.329864731958725,43.37383897174498,3,3,36,observed,0
Llama 3 70B,TG,sender,4,48.888888888888886,1.9245008972987538,44.10816363367095,53.66961414410682,3,3,36,observed,0
Llama 3 70B,TG,receiver,4,37.40740740740741,6.094252841446047,22.26844409921729,52.54637071559753,3,3,36,observed,0
Llama 3 70B,TG,sender,5,53.05555555555555,3.3678765702728155,44.689286358924164,61.421824752186936,3,3,36,observed,0
Llama 3 70B,TG,receiver,5,33.711419753086425,2.8409420852720944,26.65412838225085,40.768711123922,3,3,36,observed,0
Llama 3 70B,TG,sender,6,48.333333333333336,2.2047927592204957,42.85632449362751,53.81034217303916,3,3,36,observed,0
Llama 3 70B,TG,receiver,6,33.333333333333336,2.4216105241892634,27.31771930709785,39.348947359568825,3,3,36,observed,0
Llama 3 70B,TG,sender,7,49.166666666666664,7.105427357601002e-15,49.16666666666665,49.16666666666668,3,3,36,observed,0
Llama 3 70B,TG,receiver,7,35.30092592592593,1.7925995274582731,30.8478618377562,39.75399001409566,3,3,36,observed,0
Llama 3 70B,TG,sender,8,51.11111111111111,5.672382737961702,37.02013123643347,65.20209098578874,3,3,36,observed,0
Llama 3 70B,TG,receiver,8,38.05555555555555,2.499999999999993,31.845211276256702,44.265899834854395,3,3,36,observed,0
Llama 3 70B,TG,sender,9,48.333333333333336,3.632415786283897,39.309912293980105,57.35675437268657,3,3,36,observed,0
Llama 3 70B,TG,receiver,9,35.370370370370374,1.6972502573910497,31.15416699975956,39.58657374098119,3,3,36,observed,0
Llama 3 70B,TG,sender,10,49.444444444444436,3.3678765702728195,41.07817524781304,57.81071364107583,3,3,36,observed,0
Llama 3 70B,TG,receiver,10,39.217171717171716,0.7588373333998383,37.33211528021248,41.102228154130955,3,3,35,observed,0
Llama 3 70B,TG,sender,11,54.99999999999999,0.0,54.99999999999999,54.99999999999999,3,3,36,observed,0
Llama 3 70B,TG,receiver,11,36.71296296296296,2.0238419439254023,31.685460867498076,41.740465058427844,3,3,36,observed,0
Llama 3 70B,TG,sender,12,56.111111111111114,3.1549490810001513,48.27378312044372,63.94843910177851,3,3,36,observed,0
Llama 3 70B,TG,receiver,12,39.67592592592593,3.3139870681802344,31.443525673708518,47.90832617814334,3,3,36,observed,0
Llama 3 70B,TG,sender,13,53.05555555555555,4.110735718596871,42.84392193407652,63.26718917703458,3,3,36,observed,0
Llama 3 70B,TG,receiver,13,38.45959595959596,1.3526021960446553,35.099545835446754,41.81964608374516,3,3,35,observed,0
Llama 3 70B,TG,sender,14,56.38888888888889,4.2763345328724,45.76588500785198,67.01189276992581,3,3,36,observed,0
Llama 3 70B,TG,receiver,14,37.77777777777778,2.4571952795769576,31.673766318721405,43.88178923683415,3,3,36,observed,0
Llama 3 70B,TG,sender,15,56.38888888888888,6.735753140545624,39.65635049562613,73.12142728215163,3,3,36,observed,0
Llama 3 70B,TG,receiver,15,37.405536849981296,1.9960868629612567,32.446982197831275,42.364091502131316,3,3,35,observed,0
Llama 3 70B,TG,sender,16,53.61111111111111,7.184731753543091,35.76324801354581,71.45897420867641,3,3,36,observed,0
Llama 3 70B,TG,receiver,16,33.804713804713806,4.315547466669932,23.08429959604328,44.52512801338433,3,3,35,observed,0
Llama 3 70B,TG,sender,17,50.0,3.333333333333332,41.71954096093485,58.28045903906515,3,3,36,observed,0
Llama 3 70B,TG,receiver,17,29.881687242798353,1.477967583411489,26.21021223214687,33.553162253449834,3,3,36,observed,0
Llama 3 70B,TG,sender,18,54.166666666666664,5.068968775248517,41.57465017254299,66.75868316079034,3,3,36,observed,0
Llama 3 70B,TG,receiver,18,35.925925925925924,2.8811773856484466,28.76868452808309,43.08316732376876,3,3,35,observed,0
Llama 3 70B,TG,sender,19,53.611111111111114,2.4056261216234436,47.63520454208869,59.58701768013354,3,3,36,observed,0
Llama 3 70B,TG,receiver,19,36.90235690235691,2.1601366912249707,31.536279885215876,42.26843391949794,3,3,34,observed,0
Llama 3 70B,TG,sender,20,58.05555555555555,0.4811252243246936,56.86037424175105,59.25073686936005,3,3,36,observed,0
Llama 3 70B,TG,receiver,20,34.87911522633745,1.4626408828318986,31.245713850591958,38.51251660208294,3,3,36,observed,0
Llama 3 70B,TG,sender,21,58.05555555555555,10.28528254531867,32.505497309038645,83.60561380207245,3,3,36,observed,0
Llama 3 70B,TG,receiver,21,39.84006734006734,3.4762551826155623,31.204570745371505,48.47556393476318,3,3,35,observed,0
Llama 3 70B,TG,sender,22,61.944444444444436,4.589642122738417,50.54314136405338,73.34574752483549,3,3,36,observed,0
Llama 3 70B,TG,receiver,22,33.49794238683128,3.569766126603891,24.630151729715543,42.36573304394701,3,3,36,observed,0
Llama 3 70B,TG,sender,23,62.5,4.166666666666661,52.14942620116857,72.85057379883142,3,3,36,observed,0
Llama 3 70B,TG,receiver,23,37.361111111111114,2.6498311150470646,30.778565708534845,43.94365651368738,3,3,36,observed,0
Llama 3 70B,TG,sender,24,58.333333333333336,7.6376261582597245,39.360418165584676,77.306248501082,3,3,36,observed,0
Llama 3 70B,TG,receiver,24,36.52263374485596,1.1733808583854555,33.6077941043308,39.43747338538112,3,3,36,observed,0
Llama 3 70B,TG,sender,25,55.833333333333336,2.5,49.62298905403447,62.0436776126322,3,3,36,observed,0
Llama 3 70B,TG,receiver,25,36.2962962962963,4.306412809034541,25.598573835141494,46.9940187574511,3,3,36,observed,0
Llama 3 70B,TG,sender,26,57.77777777777778,8.221471437193749,37.354510534819696,78.20104502073586,3,3,36,observed,0
Llama 3 70B,TG,receiver,26,34.609053497942384,3.521641906587607,25.860810030616186,43.35729696526858,3,3,36,observed,0
Llama 3 70B,TG,sender,27,63.333333333333336,0.8333333333333357,61.263218573567045,65.40344809309963,3,3,36,observed,0
Llama 3 70B,TG,receiver,27,34.59221848110737,1.479499552526578,30.916937848203908,38.26749911401084,3,3,35,observed,0
Llama 3 70B,TG,sender,28,58.61111111111111,2.926570486903539,51.34110699858859,65.88111522363363,3,3,36,observed,0
Llama 3 70B,TG,receiver,28,35.32921810699589,1.4934359927262635,31.61931743742526,39.03911877656652,3,3,36,observed,0
Llama 3 70B,TG,sender,29,54.72222222222222,1.7347216662217715,50.41293471182375,59.03150973262069,3,3,36,observed,0
Llama 3 70B,TG,receiver,29,38.49673988562878,7.025659631568206,21.044033845144547,55.94944592611301,3,3,34,observed,0
Llama 3 70B,TG,sender,30,55.0,6.821127309893711,38.05538041305294,71.94461958694706,3,3,36,observed,0
Llama 3 70B,TG,receiver,30,36.69285447063225,2.9029996635053417,29.481403529409477,43.90430541185502,3,3,34,observed,0
Qwen 2.5 7B,PD,cooperation,1,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PD,cooperation,2,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PD,cooperation,3,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PD,cooperation,4,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PD,cooperation,5,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PD,cooperation,6,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PD,cooperation,7,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PD,cooperation,8,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PD,cooperation,9,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PD,cooperation,10,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,1,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,2,3.6111111111111107,3.134245582332432,-4.174786537751272,11.397008759973493,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,3,65.90277777777779,27.07879235435677,-1.3646714975027692,133.17022705305834,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,4,11.874999999999998,20.568103339880413,-39.21900116514168,62.96900116514168,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,5,12.22222222222222,17.684215602663333,-31.707804658532957,56.1522491029774,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,6,1.25,2.165063509461097,-4.128315912120178,6.628315912120178,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,7,5.0,8.660254037844387,-16.513263648480713,26.513263648480713,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,8,1.25,2.165063509461097,-4.128315912120178,6.628315912120178,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,9,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,10,7.5,12.99038105676658,-24.769895472721068,39.76989547272107,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,11,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,12,3.75,6.49519052838329,-12.384947736360534,19.884947736360534,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,13,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,14,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,15,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,16,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,17,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,18,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,19,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,20,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,21,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,22,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,23,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,24,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,25,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,26,0.0,0.0,0.0,0.0,3,3,72,observed,0
