model,game,run,source_file,round,outcome,value_pct,n_observations,observed_value_pct,value_origin,estimate_source_rounds,observed_n_observations
Llama 3 8B,PGG,game_logs1,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs1.json,19,contribution,51.041666666666664,24,51.041666666666664,observed,,24
Llama 3 8B,PGG,game_logs1,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs1.json,20,contribution,56.458333333333336,24,56.458333333333336,observed,,24
Llama 3 8B,PGG,game_logs1,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs1.json,21,contribution,60.83333333333333,24,60.83333333333333,observed,,24
Llama 3 8B,PGG,game_logs1,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs1.json,22,contribution,64.79166666666667,24,64.79166666666667,observed,,24
Llama 3 8B,PGG,game_logs1,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs1.json,23,contribution,57.08333333333334,24,57.08333333333334,observed,,24
Llama 3 8B,PGG,game_logs1,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs1.json,24,contribution,63.75000000000001,24,63.75000000000001,observed,,24
Llama 3 8B,PGG,game_logs1,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs1.json,25,contribution,61.875,24,61.875,observed,,24
Llama 3 8B,PGG,game_logs1,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs1.json,26,contribution,55.00000000000001,24,55.00000000000001,observed,,24
Llama 3 8B,PGG,game_logs1,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs1.json,27,contribution,57.70833333333333,24,57.70833333333333,observed,,24
Llama 3 8B,PGG,game_logs1,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs1.json,28,contribution,47.70833333333333,24,47.70833333333333,observed,,24
Llama 3 8B,PGG,game_logs1,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs1.json,29,contribution,60.83333333333333,24,60.83333333333333,observed,,24
Llama 3 8B,PGG,game_logs1,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs1.json,30,contribution,60.416666666666664,24,60.416666666666664,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,1,contribution,46.875,24,46.875,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,2,contribution,51.66666666666667,24,51.66666666666667,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,3,contribution,62.083333333333336,24,62.083333333333336,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,4,contribution,62.708333333333336,24,62.708333333333336,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,5,contribution,56.666666666666664,24,56.666666666666664,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,6,contribution,63.541666666666664,24,63.541666666666664,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,7,contribution,64.16666666666667,24,64.16666666666667,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,8,contribution,61.458333333333336,24,61.458333333333336,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,9,contribution,68.75,24,68.75,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,10,contribution,67.91666666666667,24,67.91666666666667,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,11,contribution,60.83333333333333,24,60.83333333333333,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,12,contribution,61.24999999999999,24,61.24999999999999,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,13,contribution,60.0,24,60.0,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,14,contribution,64.58333333333334,24,64.58333333333334,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,15,contribution,56.458333333333336,24,56.458333333333336,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,16,contribution,51.66666666666667,24,51.66666666666667,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,17,contribution,61.458333333333336,24,61.458333333333336,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,18,contribution,59.791666666666664,24,59.791666666666664,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,19,contribution,62.08333333333332,24,62.08333333333332,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,20,contribution,62.5,24,62.5,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,21,contribution,62.08333333333332,24,62.08333333333332,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,22,contribution,67.08333333333333,24,67.08333333333333,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,23,contribution,67.70833333333334,24,67.70833333333334,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,24,contribution,70.0,24,70.0,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,25,contribution,58.333333333333336,24,58.333333333333336,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,26,contribution,48.95833333333333,24,48.95833333333333,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,27,contribution,57.50000000000001,24,57.50000000000001,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,28,contribution,59.583333333333336,24,59.583333333333336,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,29,contribution,63.541666666666664,24,63.541666666666664,observed,,24
Llama 3 8B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs2.json,30,contribution,63.75000000000001,24,63.75000000000001,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,1,contribution,43.75,24,43.75,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,2,contribution,54.166666666666664,24,54.166666666666664,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,3,contribution,60.416666666666664,24,60.416666666666664,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,4,contribution,70.41666666666666,24,70.41666666666666,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,5,contribution,66.66666666666666,24,66.66666666666666,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,6,contribution,61.875,24,61.875,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,7,contribution,65.0,24,65.0,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,8,contribution,61.66666666666666,24,61.66666666666666,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,9,contribution,61.04166666666667,24,61.04166666666667,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,10,contribution,58.75,24,58.75,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,11,contribution,66.04166666666667,24,66.04166666666667,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,12,contribution,57.91666666666666,24,57.91666666666666,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,13,contribution,62.08333333333332,24,62.08333333333332,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,14,contribution,62.291666666666664,24,62.291666666666664,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,15,contribution,59.583333333333336,24,59.583333333333336,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,16,contribution,61.66666666666667,24,61.66666666666667,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,17,contribution,64.58333333333334,24,64.58333333333334,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,18,contribution,57.08333333333333,24,57.08333333333333,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,19,contribution,64.16666666666667,24,64.16666666666667,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,20,contribution,65.62500000000001,24,65.62500000000001,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,21,contribution,65.83333333333333,24,65.83333333333333,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,22,contribution,74.16666666666667,24,74.16666666666667,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,23,contribution,72.70833333333333,24,72.70833333333333,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,24,contribution,75.625,24,75.625,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,25,contribution,66.25,24,66.25,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,26,contribution,63.95833333333333,24,63.95833333333333,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,27,contribution,58.958333333333336,24,58.958333333333336,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,28,contribution,63.125,24,63.125,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,29,contribution,68.54166666666667,24,68.54166666666667,observed,,24
Llama 3 8B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-8b-three/game_logs3.json,30,contribution,70.20833333333334,24,70.20833333333334,observed,,24
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,1,sender,48.333333333333336,12,48.333333333333336,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,1,receiver,57.777777777777786,12,57.777777777777786,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,2,sender,48.333333333333336,12,48.333333333333336,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,2,receiver,61.66666666666667,12,61.66666666666667,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,3,sender,48.333333333333336,12,48.333333333333336,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,3,receiver,43.888888888888886,12,43.888888888888886,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,4,sender,48.333333333333336,12,48.333333333333336,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,4,receiver,45.55555555555555,12,45.55555555555555,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,5,sender,60.0,12,60.0,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,5,receiver,50.416666666666664,12,50.416666666666664,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,6,sender,54.99999999999999,12,54.99999999999999,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,6,receiver,43.611111111111114,12,43.611111111111114,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,7,sender,50.0,12,50.0,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,7,receiver,46.03174603174603,12,46.03174603174603,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,8,sender,50.83333333333334,12,50.83333333333334,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,8,receiver,72.5,12,72.5,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,9,sender,47.49999999999999,12,47.49999999999999,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,9,receiver,64.62962962962962,12,64.62962962962962,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,10,sender,51.66666666666666,12,51.66666666666666,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,10,receiver,59.72222222222222,12,59.72222222222222,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,11,sender,48.333333333333336,12,48.333333333333336,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,11,receiver,61.6931216931217,12,61.6931216931217,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,12,sender,48.333333333333336,12,48.333333333333336,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,12,receiver,53.333333333333336,12,53.333333333333336,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,13,sender,51.66666666666667,12,51.66666666666667,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,13,receiver,57.06349206349206,12,57.06349206349206,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,14,sender,59.166666666666664,12,59.166666666666664,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,14,receiver,57.36111111111111,12,57.36111111111111,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,15,sender,64.16666666666667,12,64.16666666666667,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,15,receiver,55.47839506172839,12,55.47839506172839,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,16,sender,52.5,12,52.5,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,16,receiver,48.6111111111111,12,48.6111111111111,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,17,sender,57.49999999999999,12,57.49999999999999,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,17,receiver,51.79232804232804,12,51.79232804232804,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,18,sender,57.49999999999999,12,57.49999999999999,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,18,receiver,71.29629629629629,12,71.29629629629629,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,19,sender,51.66666666666667,12,51.66666666666667,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,19,receiver,56.666666666666664,12,56.666666666666664,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,20,sender,59.166666666666664,12,59.166666666666664,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,20,receiver,62.88690476190476,12,62.88690476190476,observed,,12
Llama 3 8B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012401_llama3-8b/data/game_log1.json,21,sender,56.66666666666668,12,56.66666666666668,observed,,12
